Last Activity Date,Total Call Count,Resource Account
"2026-08-19T00:00:00",36,"aa-mainivr-v2@ahri.com.au"
"2026-08-19T00:00:00",7,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-19T00:00:00",12,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-20T00:00:00",8,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-20T00:00:00",26,"aa-mainivr-v2@ahri.com.au"
"2026-08-20T00:00:00",5,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-20T00:00:00",4,"aa-eventnetwork-v2@ahri.com.au"
"2026-08-21T00:00:00",4,"aa-eventnetwork-v2@ahri.com.au"
"2026-08-21T00:00:00",11,"aa-mainivr-v2@ahri.com.au"
"2026-08-21T00:00:00",3,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-22T00:00:00",1,"aa-mainivr-v2@ahri.com.au"
"2026-08-23T00:00:00",4,"aa-mainivr-v2@ahri.com.au"
"2026-08-23T00:00:00",1,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-24T00:00:00",7,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-24T00:00:00",27,"aa-mainivr-v2@ahri.com.au"
"2026-08-24T00:00:00",2,"aa-eventnetwork-v2@ahri.com.au"
"2026-08-24T00:00:00",11,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-25T00:00:00",32,"aa-mainivr-v2@ahri.com.au"
"2026-08-25T00:00:00",8,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-25T00:00:00",12,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-25T00:00:00",2,"aa-eventnetwork-v2@ahri.com.au"
"2026-08-26T00:00:00",6,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-26T00:00:00",19,"aa-mainivr-v2@ahri.com.au"
"2026-08-26T00:00:00",3,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-27T00:00:00",2,"aa-eventnetwork-v2@ahri.com.au"
"2026-08-27T00:00:00",17,"aa-mainivr-v2@ahri.com.au"
"2026-08-27T00:00:00",6,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-27T00:00:00",3,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-28T00:00:00",8,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-28T00:00:00",18,"aa-mainivr-v2@ahri.com.au"
"2026-08-28T00:00:00",7,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-30T00:00:00",1,"aa-educationenquiries-v2@ahri.com.au"
"2026-08-30T00:00:00",3,"aa-mainivr-v2@ahri.com.au"
"2026-08-31T00:00:00",2,"aa-eventnetwork-v2@ahri.com.au"
"2026-08-31T00:00:00",36,"aa-mainivr-v2@ahri.com.au"
"2026-08-31T00:00:00",9,"aa-membershipenquiries-v2@ahri.com.au"
"2026-08-31T00:00:00",7,"aa-educationenquiries-v2@ahri.com.au"
